# energy [kcal/mol] of h2o
#  conf       e_pot  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
   2415  1.59187e+00  0.000e+00  1.592e+00  0.000e+00  0.000e+00  0.000e+00  1.574e+00  1.749e-02  0.000e+00  0.000e+00
   2430  5.31753e-01  0.000e+00  5.318e-01  0.000e+00  0.000e+00  0.000e+00  4.508e-01  8.091e-02  0.000e+00  0.000e+00
   2445  4.42049e-01  0.000e+00  4.420e-01  0.000e+00  0.000e+00  0.000e+00  4.308e-01  1.122e-02  0.000e+00  0.000e+00
   2460  3.76573e-01  0.000e+00  3.766e-01  0.000e+00  0.000e+00  0.000e+00  3.535e-01  2.306e-02  0.000e+00  0.000e+00
   2475  1.90268e+00  0.000e+00  1.903e+00  0.000e+00  0.000e+00  0.000e+00  8.670e-01  1.036e+00  0.000e+00  0.000e+00
   2490  1.75315e+00  0.000e+00  1.753e+00  0.000e+00  0.000e+00  0.000e+00  1.699e+00  5.375e-02  0.000e+00  0.000e+00
   2505  2.58035e-01  0.000e+00  2.580e-01  0.000e+00  0.000e+00  0.000e+00  2.519e-01  6.121e-03  0.000e+00  0.000e+00
   2520  1.21904e+00  0.000e+00  1.219e+00  0.000e+00  0.000e+00  0.000e+00  1.139e+00  8.040e-02  0.000e+00  0.000e+00
   2535  2.75704e+00  0.000e+00  2.757e+00  0.000e+00  0.000e+00  0.000e+00  9.396e-01  1.817e+00  0.000e+00  0.000e+00
   2550  1.05172e+00  0.000e+00  1.052e+00  0.000e+00  0.000e+00  0.000e+00  2.253e-01  8.264e-01  0.000e+00  0.000e+00
   2565  4.52991e-01  0.000e+00  4.530e-01  0.000e+00  0.000e+00  0.000e+00  1.230e-01  3.300e-01  0.000e+00  0.000e+00
   2580  5.49983e-01  0.000e+00  5.500e-01  0.000e+00  0.000e+00  0.000e+00  5.386e-01  1.135e-02  0.000e+00  0.000e+00
   2595  2.58896e-01  0.000e+00  2.589e-01  0.000e+00  0.000e+00  0.000e+00  2.588e-01  5.270e-05  0.000e+00  0.000e+00
   2610  4.20409e-01  0.000e+00  4.204e-01  0.000e+00  0.000e+00  0.000e+00  2.849e-01  1.355e-01  0.000e+00  0.000e+00
   2625  2.00594e+00  0.000e+00  2.006e+00  0.000e+00  0.000e+00  0.000e+00  1.680e-01  1.838e+00  0.000e+00  0.000e+00
   2640  5.91748e-01  0.000e+00  5.917e-01  0.000e+00  0.000e+00  0.000e+00  8.274e-02  5.090e-01  0.000e+00  0.000e+00
   2655  4.96052e-01  0.000e+00  4.961e-01  0.000e+00  0.000e+00  0.000e+00  1.106e-01  3.855e-01  0.000e+00  0.000e+00
   2670  5.06419e-01  0.000e+00  5.064e-01  0.000e+00  0.000e+00  0.000e+00  4.403e-01  6.613e-02  0.000e+00  0.000e+00
   2685  9.15816e-01  0.000e+00  9.158e-01  0.000e+00  0.000e+00  0.000e+00  6.361e-01  2.797e-01  0.000e+00  0.000e+00
   2700  2.85907e-01  0.000e+00  2.859e-01  0.000e+00  0.000e+00  0.000e+00  6.905e-02  2.169e-01  0.000e+00  0.000e+00
   2715  1.85192e+00  0.000e+00  1.852e+00  0.000e+00  0.000e+00  0.000e+00  1.536e+00  3.159e-01  0.000e+00  0.000e+00
