#
# INPUTFILE /home/tmpchem/coding/compchem/input/mc/benzene_2.mc
#
# -- INPUT DATA --
#
# MOLFILE /home/tmpchem/coding/compchem/geom/xyzq/benzene_2.xyzq
# ENERGYOUT /home/tmpchem/coding/compchem/data/mc/benzene_2.dat
# GEOMOUT /home/tmpchem/coding/compchem/data/mc/benzene_2.xyz
# RANDOMSEED 558222221
# TEMPERATURE 15.000000 K
# BOUNDARY 21.750000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 2.000000 s
# ENERGYCONF 25
# GEOMCONF 100
# TOTALCONF 20000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
  17275  2.06381e+00  1.297e+00  7.670e-01  0.000e+00 -6.529e-01  1.950e+00  3.255e-01  2.433e-01  1.892e-01  8.957e-03
  17300  2.07808e+00  1.299e+00  7.787e-01  0.000e+00 -6.535e-01  1.953e+00  3.923e-01  2.322e-01  1.496e-01  4.693e-03
  17325  2.14156e+00  1.298e+00  8.432e-01  0.000e+00 -6.527e-01  1.951e+00  3.518e-01  2.600e-01  2.216e-01  9.819e-03
  17350  2.01058e+00  1.292e+00  7.181e-01  0.000e+00 -6.512e-01  1.944e+00  3.029e-01  2.215e-01  1.870e-01  6.728e-03
  17375  1.87734e+00  1.293e+00  5.846e-01  0.000e+00 -6.526e-01  1.945e+00  2.558e-01  1.207e-01  1.990e-01  9.112e-03
  17400  2.00601e+00  1.294e+00  7.121e-01  0.000e+00 -6.533e-01  1.947e+00  3.384e-01  1.357e-01  2.247e-01  1.337e-02
  17425  1.93659e+00  1.291e+00  6.451e-01  0.000e+00 -6.549e-01  1.946e+00  2.285e-01  2.053e-01  2.005e-01  1.088e-02
  17450  1.94476e+00  1.289e+00  6.554e-01  0.000e+00 -6.548e-01  1.944e+00  2.810e-01  1.751e-01  1.910e-01  8.300e-03
  17475  2.15467e+00  1.298e+00  8.565e-01  0.000e+00 -6.540e-01  1.952e+00  3.621e-01  3.105e-01  1.744e-01  9.436e-03
  17500  2.09966e+00  1.295e+00  8.047e-01  0.000e+00 -6.528e-01  1.948e+00  3.049e-01  2.679e-01  2.174e-01  1.453e-02
  17525  2.09111e+00  1.296e+00  7.951e-01  0.000e+00 -6.523e-01  1.948e+00  2.740e-01  2.244e-01  2.733e-01  2.351e-02
  17550  2.06069e+00  1.294e+00  7.670e-01  0.000e+00 -6.520e-01  1.946e+00  3.478e-01  1.929e-01  2.100e-01  1.635e-02
  17575  1.90824e+00  1.293e+00  6.149e-01  0.000e+00 -6.524e-01  1.946e+00  1.903e-01  1.829e-01  2.261e-01  1.549e-02
  17600  2.17465e+00  1.290e+00  8.849e-01  0.000e+00 -6.537e-01  1.943e+00  4.378e-01  2.532e-01  1.840e-01  9.847e-03
  17625  2.06696e+00  1.287e+00  7.801e-01  0.000e+00 -6.526e-01  1.939e+00  3.256e-01  2.579e-01  1.867e-01  1.003e-02
  17650  2.06651e+00  1.294e+00  7.722e-01  0.000e+00 -6.507e-01  1.945e+00  3.968e-01  1.635e-01  2.007e-01  1.116e-02
  17675  2.29420e+00  1.296e+00  9.985e-01  0.000e+00 -6.505e-01  1.946e+00  5.534e-01  2.006e-01  2.326e-01  1.186e-02
  17700  2.17348e+00  1.295e+00  8.784e-01  0.000e+00 -6.524e-01  1.948e+00  5.000e-01  2.068e-01  1.646e-01  6.991e-03
  17725  2.10517e+00  1.297e+00  8.087e-01  0.000e+00 -6.510e-01  1.947e+00  3.276e-01  2.544e-01  2.160e-01  1.066e-02
  17750  2.09532e+00  1.296e+00  7.994e-01  0.000e+00 -6.513e-01  1.947e+00  3.882e-01  2.484e-01  1.548e-01  7.932e-03
  17775  2.16543e+00  1.294e+00  8.712e-01  0.000e+00 -6.523e-01  1.947e+00  4.551e-01  2.036e-01  2.006e-01  1.189e-02
  17800  2.40234e+00  1.294e+00  1.108e+00  0.000e+00 -6.540e-01  1.948e+00  6.007e-01  1.886e-01  2.988e-01  2.017e-02
  17825  2.30288e+00  1.295e+00  1.008e+00  0.000e+00 -6.552e-01  1.950e+00  4.887e-01  2.206e-01  2.822e-01  1.681e-02
  17850  2.16882e+00  1.293e+00  8.754e-01  0.000e+00 -6.542e-01  1.948e+00  4.123e-01  1.778e-01  2.684e-01  1.691e-02
  17875  2.27333e+00  1.298e+00  9.755e-01  0.000e+00 -6.549e-01  1.953e+00  4.990e-01  2.282e-01  2.332e-01  1.506e-02
  17900  2.08525e+00  1.294e+00  7.910e-01  0.000e+00 -6.543e-01  1.949e+00  2.657e-01  3.058e-01  2.050e-01  1.443e-02
  17925  2.04538e+00  1.292e+00  7.538e-01  0.000e+00 -6.542e-01  1.946e+00  3.556e-01  2.179e-01  1.689e-01  1.147e-02
  17950  2.24071e+00  1.292e+00  9.489e-01  0.000e+00 -6.543e-01  1.946e+00  5.362e-01  2.767e-01  1.277e-01  8.357e-03
  17975  2.30337e+00  1.286e+00  1.017e+00  0.000e+00 -6.542e-01  1.940e+00  4.577e-01  3.605e-01  1.849e-01  1.418e-02
  18000  2.26985e+00  1.289e+00  9.809e-01  0.000e+00 -6.555e-01  1.944e+00  5.155e-01  2.692e-01  1.821e-01  1.410e-02
  18025  2.14875e+00  1.290e+00  8.583e-01  0.000e+00 -6.549e-01  1.945e+00  5.328e-01  1.685e-01  1.475e-01  9.473e-03
  18050  2.10763e+00  1.292e+00  8.161e-01  0.000e+00 -6.544e-01  1.946e+00  4.630e-01  2.066e-01  1.388e-01  7.661e-03
  18075  2.20788e+00  1.290e+00  9.180e-01  0.000e+00 -6.548e-01  1.945e+00  4.060e-01  2.609e-01  2.341e-01  1.693e-02
  18100  2.20198e+00  1.293e+00  9.094e-01  0.000e+00 -6.541e-01  1.947e+00  4.030e-01  2.364e-01  2.514e-01  1.861e-02
  18125  2.20521e+00  1.288e+00  9.174e-01  0.000e+00 -6.540e-01  1.942e+00  3.894e-01  2.539e-01  2.544e-01  1.968e-02
  18150  1.96703e+00  1.292e+00  6.755e-01  0.000e+00 -6.544e-01  1.946e+00  1.800e-01  2.142e-01  2.591e-01  2.214e-02
  18175  2.07842e+00  1.291e+00  7.870e-01  0.000e+00 -6.525e-01  1.944e+00  2.783e-01  2.228e-01  2.652e-01  2.070e-02
  18200  2.08544e+00  1.293e+00  7.926e-01  0.000e+00 -6.508e-01  1.944e+00  2.882e-01  2.321e-01  2.512e-01  2.106e-02
  18225  2.21727e+00  1.291e+00  9.262e-01  0.000e+00 -6.510e-01  1.942e+00  3.377e-01  2.119e-01  3.453e-01  3.131e-02
  18250  2.19127e+00  1.289e+00  9.024e-01  0.000e+00 -6.526e-01  1.941e+00  3.421e-01  2.689e-01  2.666e-01  2.475e-02
  18275  2.15083e+00  1.288e+00  8.627e-01  0.000e+00 -6.510e-01  1.939e+00  3.298e-01  2.460e-01  2.646e-01  2.227e-02
  18300  2.06321e+00  1.292e+00  7.713e-01  0.000e+00 -6.510e-01  1.943e+00  2.487e-01  3.159e-01  1.885e-01  1.824e-02
  18325  1.90614e+00  1.291e+00  6.149e-01  0.000e+00 -6.514e-01  1.943e+00  1.984e-01  2.884e-01  1.186e-01  9.443e-03
  18350  1.94783e+00  1.291e+00  6.565e-01  0.000e+00 -6.511e-01  1.942e+00  2.440e-01  2.525e-01  1.475e-01  1.242e-02
  18375  2.10130e+00  1.289e+00  8.125e-01  0.000e+00 -6.510e-01  1.940e+00  2.975e-01  3.851e-01  1.206e-01  9.383e-03
  18400  2.10494e+00  1.286e+00  8.186e-01  0.000e+00 -6.512e-01  1.938e+00  3.601e-01  3.280e-01  1.217e-01  8.802e-03
  18425  2.04197e+00  1.285e+00  7.573e-01  0.000e+00 -6.512e-01  1.936e+00  3.122e-01  2.417e-01  1.878e-01  1.551e-02
  18450  2.00663e+00  1.286e+00  7.211e-01  0.000e+00 -6.504e-01  1.936e+00  3.516e-01  2.543e-01  1.067e-01  8.503e-03
  18475  1.90147e+00  1.291e+00  6.109e-01  0.000e+00 -6.521e-01  1.943e+00  2.657e-01  2.184e-01  1.174e-01  9.376e-03
  18500  2.06142e+00  1.293e+00  7.682e-01  0.000e+00 -6.512e-01  1.944e+00  2.941e-01  2.709e-01  1.870e-01  1.627e-02
  18525  2.03454e+00  1.293e+00  7.418e-01  0.000e+00 -6.514e-01  1.944e+00  2.635e-01  3.065e-01  1.579e-01  1.397e-02
  18550  2.04363e+00  1.290e+00  7.539e-01  0.000e+00 -6.504e-01  1.940e+00  3.208e-01  2.245e-01  1.906e-01  1.797e-02
  18575  2.13554e+00  1.292e+00  8.439e-01  0.000e+00 -6.508e-01  1.942e+00  4.578e-01  2.208e-01  1.529e-01  1.251e-02
  18600  1.96411e+00  1.292e+00  6.726e-01  0.000e+00 -6.492e-01  1.941e+00  3.339e-01  2.213e-01  1.084e-01  9.010e-03
  18625  2.07597e+00  1.295e+00  7.809e-01  0.000e+00 -6.491e-01  1.944e+00  4.558e-01  2.141e-01  1.026e-01  8.347e-03
  18650  2.14273e+00  1.297e+00  8.462e-01  0.000e+00 -6.492e-01  1.946e+00  3.880e-01  3.422e-01  1.069e-01  9.124e-03
  18675  2.11458e+00  1.300e+00  8.141e-01  0.000e+00 -6.489e-01  1.949e+00  3.949e-01  3.257e-01  8.699e-02  6.423e-03
  18700  2.17847e+00  1.300e+00  8.781e-01  0.000e+00 -6.498e-01  1.950e+00  3.745e-01  3.975e-01  9.902e-02  7.115e-03
  18725  2.17300e+00  1.298e+00  8.752e-01  0.000e+00 -6.504e-01  1.948e+00  4.266e-01  3.365e-01  1.048e-01  7.280e-03
  18750  2.26052e+00  1.296e+00  9.645e-01  0.000e+00 -6.522e-01  1.948e+00  4.574e-01  3.413e-01  1.560e-01  9.859e-03
  18775  2.12818e+00  1.298e+00  8.298e-01  0.000e+00 -6.529e-01  1.951e+00  3.745e-01  2.255e-01  2.139e-01  1.596e-02
  18800  2.12898e+00  1.297e+00  8.321e-01  0.000e+00 -6.514e-01  1.948e+00  3.794e-01  2.292e-01  2.088e-01  1.467e-02
  18825  2.04010e+00  1.295e+00  7.446e-01  0.000e+00 -6.496e-01  1.945e+00  2.464e-01  2.352e-01  2.431e-01  1.989e-02
  18850  2.16986e+00  1.297e+00  8.726e-01  0.000e+00 -6.509e-01  1.948e+00  3.844e-01  2.948e-01  1.791e-01  1.422e-02
  18875  2.30076e+00  1.293e+00  1.008e+00  0.000e+00 -6.512e-01  1.944e+00  5.069e-01  2.333e-01  2.449e-01  2.270e-02
  18900  2.19774e+00  1.298e+00  8.996e-01  0.000e+00 -6.487e-01  1.947e+00  3.165e-01  3.495e-01  2.146e-01  1.895e-02
  18925  2.23302e+00  1.296e+00  9.370e-01  0.000e+00 -6.483e-01  1.944e+00  4.297e-01  3.184e-01  1.753e-01  1.355e-02
  18950  2.26155e+00  1.297e+00  9.645e-01  0.000e+00 -6.472e-01  1.944e+00  5.182e-01  2.452e-01  1.882e-01  1.288e-02
  18975  2.31844e+00  1.303e+00  1.016e+00  0.000e+00 -6.464e-01  1.949e+00  4.756e-01  2.653e-01  2.538e-01  2.111e-02
  19000  2.14951e+00  1.299e+00  8.500e-01  0.000e+00 -6.457e-01  1.945e+00  3.857e-01  2.589e-01  1.912e-01  1.419e-02
  19025  2.20816e+00  1.300e+00  9.080e-01  0.000e+00 -6.449e-01  1.945e+00  4.695e-01  2.674e-01  1.581e-01  1.301e-02
  19050  1.97186e+00  1.297e+00  6.748e-01  0.000e+00 -6.468e-01  1.944e+00  2.508e-01  2.733e-01  1.427e-01  8.030e-03
  19075  1.93418e+00  1.297e+00  6.373e-01  0.000e+00 -6.462e-01  1.943e+00  2.291e-01  2.422e-01  1.559e-01  1.012e-02
  19100  2.03793e+00  1.296e+00  7.422e-01  0.000e+00 -6.464e-01  1.942e+00  3.557e-01  1.876e-01  1.846e-01  1.430e-02
  19125  2.15426e+00  1.295e+00  8.588e-01  0.000e+00 -6.448e-01  1.940e+00  4.744e-01  1.719e-01  1.999e-01  1.262e-02
  19150  2.07562e+00  1.295e+00  7.801e-01  0.000e+00 -6.444e-01  1.940e+00  3.562e-01  2.443e-01  1.686e-01  1.101e-02
  19175  2.04159e+00  1.296e+00  7.452e-01  0.000e+00 -6.448e-01  1.941e+00  2.612e-01  3.146e-01  1.627e-01  6.697e-03
  19200  2.03413e+00  1.296e+00  7.386e-01  0.000e+00 -6.462e-01  1.942e+00  3.212e-01  2.825e-01  1.298e-01  5.058e-03
  19225  1.95866e+00  1.295e+00  6.637e-01  0.000e+00 -6.465e-01  1.941e+00  2.998e-01  2.124e-01  1.457e-01  5.703e-03
  19250  2.13220e+00  1.291e+00  8.412e-01  0.000e+00 -6.482e-01  1.939e+00  3.777e-01  3.240e-01  1.340e-01  5.481e-03
  19275  2.24754e+00  1.292e+00  9.552e-01  0.000e+00 -6.463e-01  1.939e+00  4.741e-01  2.981e-01  1.715e-01  1.155e-02
  19300  2.00756e+00  1.295e+00  7.129e-01  0.000e+00 -6.458e-01  1.940e+00  2.354e-01  3.325e-01  1.389e-01  6.086e-03
  19325  2.04710e+00  1.297e+00  7.505e-01  0.000e+00 -6.452e-01  1.942e+00  3.460e-01  2.222e-01  1.709e-01  1.137e-02
  19350  2.12886e+00  1.297e+00  8.316e-01  0.000e+00 -6.488e-01  1.946e+00  2.819e-01  2.930e-01  2.393e-01  1.738e-02
  19375  2.21897e+00  1.297e+00  9.223e-01  0.000e+00 -6.492e-01  1.946e+00  3.102e-01  2.726e-01  3.148e-01  2.462e-02
  19400  2.34929e+00  1.298e+00  1.052e+00  0.000e+00 -6.493e-01  1.947e+00  4.305e-01  3.032e-01  2.966e-01  2.120e-02
  19425  2.47729e+00  1.300e+00  1.177e+00  0.000e+00 -6.491e-01  1.949e+00  4.362e-01  3.732e-01  3.432e-01  2.450e-02
  19450  2.47610e+00  1.293e+00  1.183e+00  0.000e+00 -6.489e-01  1.942e+00  5.128e-01  2.665e-01  3.756e-01  2.788e-02
  19475  2.50159e+00  1.296e+00  1.206e+00  0.000e+00 -6.496e-01  1.946e+00  4.828e-01  3.698e-01  3.284e-01  2.445e-02
  19500  2.31189e+00  1.294e+00  1.017e+00  0.000e+00 -6.494e-01  1.944e+00  3.348e-01  3.497e-01  3.110e-01  2.200e-02
  19525  2.46074e+00  1.293e+00  1.168e+00  0.000e+00 -6.497e-01  1.942e+00  2.363e-01  6.157e-01  2.938e-01  2.236e-02
  19550  2.35365e+00  1.290e+00  1.064e+00  0.000e+00 -6.499e-01  1.939e+00  3.312e-01  3.816e-01  3.240e-01  2.734e-02
  19575  2.24353e+00  1.289e+00  9.548e-01  0.000e+00 -6.502e-01  1.939e+00  3.684e-01  2.858e-01  2.765e-01  2.413e-02
  19600  2.35645e+00  1.287e+00  1.070e+00  0.000e+00 -6.501e-01  1.937e+00  5.148e-01  2.511e-01  2.802e-01  2.364e-02
  19625  2.26482e+00  1.294e+00  9.706e-01  0.000e+00 -6.510e-01  1.945e+00  4.495e-01  2.146e-01  2.822e-01  2.435e-02
  19650  2.08418e+00  1.295e+00  7.889e-01  0.000e+00 -6.502e-01  1.946e+00  3.683e-01  1.593e-01  2.438e-01  1.741e-02
  19675  2.19500e+00  1.296e+00  8.994e-01  0.000e+00 -6.493e-01  1.945e+00  4.472e-01  1.519e-01  2.781e-01  2.224e-02
  19700  2.23558e+00  1.295e+00  9.403e-01  0.000e+00 -6.493e-01  1.945e+00  4.233e-01  1.696e-01  3.219e-01  2.547e-02
  19725  2.47476e+00  1.292e+00  1.183e+00  0.000e+00 -6.487e-01  1.941e+00  6.182e-01  1.460e-01  3.866e-01  3.182e-02
  19750  2.44899e+00  1.295e+00  1.154e+00  0.000e+00 -6.486e-01  1.944e+00  5.918e-01  1.731e-01  3.613e-01  2.782e-02
  19775  2.17652e+00  1.300e+00  8.762e-01  0.000e+00 -6.486e-01  1.949e+00  3.612e-01  1.728e-01  3.219e-01  2.040e-02
  19800  2.23661e+00  1.295e+00  9.417e-01  0.000e+00 -6.482e-01  1.943e+00  3.389e-01  2.763e-01  3.086e-01  1.783e-02
  19825  2.25199e+00  1.293e+00  9.587e-01  0.000e+00 -6.480e-01  1.941e+00  2.249e-01  3.494e-01  3.621e-01  2.232e-02
  19850  2.38900e+00  1.300e+00  1.089e+00  0.000e+00 -6.489e-01  1.949e+00  3.656e-01  3.836e-01  3.244e-01  1.523e-02
  19875  2.24543e+00  1.297e+00  9.489e-01  0.000e+00 -6.483e-01  1.945e+00  2.198e-01  3.972e-01  3.193e-01  1.255e-02
  19900  2.24463e+00  1.293e+00  9.511e-01  0.000e+00 -6.470e-01  1.940e+00  3.508e-01  2.893e-01  3.003e-01  1.078e-02
  19925  2.31403e+00  1.294e+00  1.020e+00  0.000e+00 -6.460e-01  1.940e+00  3.691e-01  3.163e-01  3.220e-01  1.239e-02
  19950  2.20999e+00  1.296e+00  9.139e-01  0.000e+00 -6.454e-01  1.941e+00  2.281e-01  3.926e-01  2.798e-01  1.340e-02
  19975  2.11013e+00  1.293e+00  8.176e-01  0.000e+00 -6.474e-01  1.940e+00  2.495e-01  2.192e-01  3.322e-01  1.675e-02
  20000  1.97918e+00  1.296e+00  6.831e-01  0.000e+00 -6.495e-01  1.945e+00  2.636e-01  1.223e-01  2.832e-01  1.398e-02
